DATE    |OPEN  |LOW   |HI    |CLOSE |VOLUME |EMA13   |EMA26
20140605|546.4|544.45|554.95|553.9|1684886|547.6961|267.3328
20140604|541.5|538.75|548.61|544.66|1812084|546.6621|266.4485
20140603|550.99|542.55|552.34|544.94|1861921|546.9957|265.5858
20140602|560.7|545.73|560.9|553.93|1434989|547.3384|264.3577
20140530|560.8|555.91|561.35|559.89|1766794|546.2398|263.4358
20140529|563.35|558.71|564.0|560.08|1350657|543.9647|263.3474
20140528|564.57|561.0|567.84|561.68|1647717|541.2788|263.3426
20140527|556.0|554.35|566.0|565.95|2100298|537.8786|263.076
20140523|547.26|543.7|553.64|552.7|1929632|533.2001|262.7136
20140522|541.13|540.78|547.6|545.06|1611837|529.9501|262.225
20140521|532.9|531.91|539.18|538.94|1193389|527.4318|260.9498
20140520|529.74|526.3|536.23|529.77|1780113|525.5137|258.7395
20140519|519.7|517.58|529.78|528.86|1276362|524.8044|256.2218
20140516|521.39|515.44|521.8|520.63|1481688|524.1284|253.8844
20140515|525.7|517.42|525.87|519.98|1703758|524.7115|251.4706
20140514|533.0|525.29|533.0|526.65|1191863|525.5001|249.4345
20140513|530.89|529.51|536.07|533.09|1648907|525.3084|247.8056
20140512|523.51|519.01|530.19|529.92|1908392|524.0115|245.365
20140509|510.75|504.2|519.9|518.73|2432783|523.0267|241.7632
20140508|508.46|506.45|517.23|511.0|2016131|523.7429|239.7377
20140507|515.79|503.3|516.68|509.96|3216077|525.8667|240.1242
20140506|525.23|515.06|526.81|515.14|1684381|528.5178|240.7829
20140505|524.82|521.32|528.9|527.81|1021408|530.7474|240.7088
20140502|533.76|525.61|534.0|527.93|1685042|531.237|240.6436
20140501|527.11|523.88|532.93|531.35|1900432|531.7882|240.5014
20140430|527.6|522.52|528.0|526.66|1746904|531.8612|240.2233
20140429|516.9|516.32|529.46|527.7|2692489|532.7281|240.3008
20140428|517.18|502.8|518.6|517.15|3326429|533.5661|240.1489
20140425|522.51|515.42|524.7|516.18|2097264|536.3021|240.3465
20140424|530.07|522.12|531.65|525.16|1881965|539.6558|241.1985
20140423|533.79|526.25|533.87|526.94|2051066|542.0717|242.6407
20140422|528.64|527.51|537.23|534.81|2359421|544.5937|243.8591
20140421|536.1|525.6|536.7|528.62|2561214|546.2243|244.2937
20140417|548.81|531.15|549.5|536.1|6795393|549.1583|244.8094
20140416|543.0|540.0|557.0|556.54|4879889|551.3347|245.0876
20140415|536.82|518.46|538.45|536.44|3847453|550.4672|244.4933
20140414|538.25|529.56|544.1|532.52|2568020|552.8051|243.4784
20140411|532.55|526.53|540.0|530.6|3916171|556.1859|242.3216
20140410|565.0|539.9|565.0|540.95|4027743|560.4502|240.8655
20140409|559.62|552.95|565.37|564.14|3324742|563.7003|238.7448
20140408|542.6|541.61|555.0|554.9|3152406|563.627|236.5434
20140407|540.74|527.15|548.48|538.15|4389569|565.0815|234.7993
20140404|574.65|543.0|577.77|543.14|6377658|569.5701|233.3211
20140403|569.85|564.13|587.28|569.74|5087530|573.9751|231.7729
20140402|282.43|561.44|571.83|566.98|2088804|574.6809|229.739
20140401|559.57|558.44|568.18|566.88|2182626|575.9644|227.4944
20140331|564.63|555.87|566.93|556.7|1942277|577.4784|225.5574
20140328|558.94|558.33|566.03|559.51|2258918|580.9415|223.9024
20140327|564.86|550.5|565.4|556.58|3826676|584.5134|222.005
20140326|580.42|565.18|585.2|565.42|3826676|589.169|219.9873
20140325|582.42|572.93|584.34|578.78|3826676|593.1272|218.0081
20140324|591.5|572.4|591.86|578.39|3826676|595.5184|215.6486
20140321|602.55|590.63|604.21|590.93|3826676|598.3731|213.4983
20140320|599.38|597.08|604.2|597.98|3826676|599.6136|211.841
20140319|605.29|596.61|605.39|599.03|3826676|599.8859|211.1384
20140318|596.74|595.93|605.16|605.02|3826676|600.0286|211.419
20140317|589.04|588.47|597.94|595.45|3826676|599.1967|211.9815
20140314|590.4|585.68|594.84|585.81|3826676|599.8211|212.0489
20140313|603.37|591.79|604.64|593.94|3826676|602.1563|211.1256
20140312|597.6|591.5|603.32|603.05|3826676|603.5257|210.0322
20140311|606.28|597.72|606.55|599.4|3826676|603.6049|208.5586
20140310|607.24|601.44|608.21|605.18|3826676|604.3058|207.5844
20140307|612.79|605.11|612.88|606.79|3826676|604.1601|206.6926
20140306|610.53|608.69|612.46|609.2|3826676|603.7217|204.189
20140305|606.92|605.1|610.93|608.52|3826676|602.8087|201.5943
20140304|606.89|604.15|607.39|606.85|3826676|601.8568|199.4229
20140303|602.77|595.47|603.32|600.74|3826676|601.0246|196.6938
20140228|609.56|602.51|611.48|607.22|3826676|601.072|193.0791
20140227|608.59|607.9|611.5|609.0|3826676|600.0474|189.0117
20140226|611.39|606.27|613.83|609.47|3826676|598.5553|186.6365
20140225|607.36|604.61|611.64|609.39|3826676|596.7362|185.2453
20140224|602.08|601.95|609.47|605.65|3826676|594.6272|182.3329
20140221|603.3|600.82|604.33|601.29|3826676|592.79|179.3009
20140220|600.97|599.51|602.84|601.45|3826676|591.3734|176.8235
20140219|602.05|598.15|604.0|600.57|3826676|589.694|174.7157
20140218|600.1|599.4|605.83|604.83|3826676|587.8813|173.9417
20140214|597.21|595.8|601.59|600.8|3826676|585.0565|174.4418
20140213|589.78|589.24|599.35|599.35|3826676|582.4326|175.7305
20140212|593.91|590.1|594.4|592.75|3826676|579.613|177.5075
20140211|589.49|585.52|595.34|594.49|3826676|577.4235|177.4914
20140210|585.31|583.93|590.61|585.88|3826676|574.5791|176.0888
20140207|583.23|579.7|588.36|588.13|3826676|572.6956|176.1833
20140206|574.99|573.2|579.5|579.4|3826676|570.1232|176.7559
20140205|571.12|563.45|574.81|571.03|3826676|568.5771|176.0467
20140204|568.43|567.94|576.92|568.51|3826676|568.1683|174.106
20140203|589.01|565.44|590.27|566.15|3826676|568.1113|172.2118
20140131|585.09|574.99|592.68|589.89|3826676|568.4382|171.0002
20140130|571.93|563.06|575.67|567.13|3826676|564.8629|170.0265
20140129|559.0|549.16|560.31|552.91|3826676|564.485|169.5558
20140128|554.6|554.42|562.31|560.94|3826676|566.4142|169.9604
20140127|562.49|540.59|562.69|550.06|3826676|567.3266|169.2869
20140124|574.93|560.94|576.2|561.35|3826676|570.2043|167.2366
20140123|579.42|576.61|580.66|579.47|3826676|571.6801|165.2412
20140122|582.72|578.85|583.36|581.93|3826676|570.3817|162.8538
20140121|579.88|575.07|581.42|581.27|3826676|568.457|160.5983
20140117|577.85|571.53|579.73|574.69|3826676|566.3215|157.7054
20140116|573.98|573.43|578.39|577.53|3826676|564.9268|154.4353
20140115|575.92|571.32|576.92|573.74|3826676|562.8263|152.1281
20140114|568.41|563.48|574.92|574.13|3826676|561.0073|149.9161
20140113|562.67|558.03|572.88|560.93|3826676|558.8202|147.8332
20140110|568.97|560.56|568.97|564.52|3826676|558.4685|146.2296
20140109|571.15|562.22|571.54|564.55|3826676|557.46|145.493
20140108|572.43|566.08|573.09|570.04|3826676|556.2783|144.6744
20140107|561.94|560.02|569.28|568.86|3826676|553.9847|142.8921
20140106|555.95|552.67|558.87|558.1|3826676|551.5055|141.2976
20140103|556.94|551.91|557.91|551.95|3826676|550.4064|139.9724
20140102|557.17|553.58|558.32|556.0|3826676|550.1491|139.2323
20131231|555.56|552.58|559.94|559.79|3826676|549.174|139.9368
20131230|559.61|553.96|559.69|554.18|3826676|547.4046|141.5342
20131227|559.44|555.91|559.58|558.64|3826676|546.2754|143.473
20131226|556.45|553.79|558.94|558.17|3826676|544.2146|144.9663
20131224|556.93|553.5|557.06|555.36|3826676|541.8887|145.2446
20131223|553.37|552.01|557.34|556.99|3826676|539.6435|145.1012
20131220|544.1|543.46|550.03|549.76|3826676|536.7524|145.9743
20131219|540.18|539.0|545.45|542.57|3826676|534.5845|147.7917
20131218|535.46|528.99|541.93|541.83|3826676|533.2536|149.3448
20131217|536.51|533.66|539.84|534.4|3826676|531.8242|151.1736
20131216|530.97|530.47|536.81|535.95|3826676|531.3949|153.1416
20131213|537.07|528.41|537.61|529.86|3826676|530.6357|154.2965
20131212|539.25|533.97|540.93|534.45|3826676|530.765|154.7072
20131211|543.16|537.05|545.11|538.11|3826676|530.1508|154.9052
20131210|537.29|537.29|545.61|541.79|3826676|528.8242|155.3566
20131209|534.51|533.48|540.61|538.53|3826676|526.6633|155.6338
20131206|534.36|529.51|534.46|534.4|3826676|524.6855|155.4898
20131205|528.07|525.02|529.3|528.14|3826676|523.0664|154.9574
20131204|525.16|524.48|531.46|528.56|3826676|522.2208|154.1072
20131203|524.95|523.99|531.19|526.1|3826676|521.1643|153.7477
20131202|531.22|524.85|532.64|526.71|3826676|520.3417|153.5466
20131129|530.55|529.2|532.78|529.27|3826676|519.2803|153.838
20131127|530.48|529.47|533.47|531.02|3826676|517.6153|154.7053
20131126|523.78|520.95|530.22|528.68|3826676|515.3812|155.4811
20131125|518.06|516.99|526.07|522.44|3826676|513.1647|156.2767
20131122|516.19|514.1|517.57|515.43|3826676|511.6189|157.4338
20131121|512.99|512.49|518.64|516.52|3826676|510.9837|158.6832
20131120|514.46|509.67|516.16|510.64|3826676|510.0609|159.7135
20131119|515.34|511.01|516.86|512.09|3826676|509.9644|160.1727
20131118|517.36|514.11|523.85|515.26|3826676|509.6102|159.8495
20131115|516.92|514.64|518.48|516.26|3826676|508.6685|158.9421
20131114|516.44|514.66|519.36|517.1|3826676|507.4033|158.1062
20131113|502.87|502.75|515.91|515.72|3826676|505.7872|157.5241
20131112|503.35|502.0|508.27|505.38|3826676|504.1317|157.1118
20131111|504.25|503.5|507.46|504.79|3826676|503.9237|157.1623
20131108|503.87|503.75|508.74|507.51|3826676|503.7793|157.2593
20131107|510.79|503.32|511.45|503.47|3826676|503.1575|157.8361
20131106|512.29|507.18|512.99|510.86|3826676|503.1054|159.1635
20131105|509.66|508.2|515.31|510.25|3826676|501.813|160.7692
20131104|515.23|510.5|515.67|512.54|3826676|500.4068|163.2896
20131101|515.38|512.04|517.48|513.01|3826676|498.3846|166.1475
20131031|513.95|511.47|520.24|514.77|3826676|495.947|168.4664
20131030|518.2|512.49|518.24|514.69|3826676|492.8099|170.2961
20131029|509.04|506.24|517.95|517.6|3826676|489.1632|171.6786
20131028|507.09|505.99|511.2|506.99|3826676|484.4237|173.0234
20131025|513.9|504.86|513.9|507.09|3826676|480.6627|173.5765
20131024|515.42|511.89|519.76|512.26|3826676|476.2581|173.6929
20131023|500.0|499.81|516.86|515.19|3826676|470.2578|174.2507
20131022|502.0|497.4|505.99|503.0|3826676|462.7691|175.027
20131021|505.22|499.28|508.99|501.15|3826676|456.0639|175.85
20131018|487.8|486.51|507.22|505.2|3826676|448.5496|176.7127
20131017|446.05|442.42|448.0|443.95|3826676|439.1079|177.1804
20131016|442.49|441.56|448.72|448.56|3826676|438.3008|176.5621
20131015|437.44|436.56|442.37|440.56|3826676|436.591|174.7831
20131014|432.9|432.26|437.69|437.62|3826676|435.9295|173.1937
20131011|432.58|432.22|436.3|435.56|3826676|435.6477|172.2334
20131010|431.49|429.67|433.98|433.69|3826676|435.6623|170.9341
20131009|427.71|421.07|430.89|427.5|3826676|435.9911|169.417
20131008|432.23|425.39|432.56|426.41|3826676|437.4063|168.4789
20131007|433.29|431.62|436.56|432.44|3826676|439.239|167.6152
20131004|437.06|434.56|438.32|435.74|3826676|440.3721|166.5752
20131003|443.56|435.61|446.6|437.61|3826676|441.1441|165.6619
20131002|440.92|438.47|444.23|443.55|3826676|441.7332|165.0877
20131001|439.68|439.58|443.39|443.06|3826676|441.4304|164.5104
20130930|434.11|433.72|439.98|437.52|3826676|441.1588|163.3246
20130927|436.97|435.22|438.32|437.76|3826676|441.7652|162.2841
20130926|438.71|437.06|440.93|438.65|3826676|442.4328|161.2303
20130925|442.83|437.36|442.83|438.18|3826676|443.0632|160.3985
20130924|442.81|440.26|444.6|442.98|3826676|443.8771|159.9629
20130923|447.63|442.16|450.34|442.81|3826676|444.0266|159.7898
20130920|448.75|447.36|451.61|451.1|3826676|444.2294|160.4017
20130919|452.54|447.25|452.54|448.75|3826676|443.0843|161.5715
20130918|442.73|441.09|451.53|451.21|3826676|442.14|163.5161
20130917|443.26|440.06|443.75|442.61|3826676|440.6283|165.8569
20130916|447.65|441.99|448.05|443.44|3826676|440.298|167.4519
20130913|446.8|441.98|447.39|444.09|3826676|439.7743|168.6676
20130912|448.25|444.56|448.5|446.08|3826676|439.0551|169.8076
20130911|443.83|442.6|448.04|447.65|3826676|437.8842|171.2873
20130910|444.56|441.56|445.55|443.89|3826676|436.2566|172.5923
20130909|441.42|440.77|444.43|443.58|3826676|434.9844|173.5292
20130906|440.78|436.43|441.45|439.35|3826676|433.5518|174.8445
20130905|436.31|435.37|439.5|439.34|3826676|432.5854|176.5062
20130904|429.74|427.16|436.31|435.38|3826676|431.4596|177.6982
20130903|426.75|426.55|432.66|429.76|3826676|430.8062|178.3496
20130830|427.45|422.36|428.59|423.03|3826676|430.9806|179.2955
20130829|424.11|423.87|429.76|427.29|3826676|432.3057|180.164
20130828|424.7|423.46|427.28|423.85|3826676|433.1417|181.0019
20130827|429.38|423.53|431.43|424.65|3826676|434.6903|182.421
20130826|434.56|432.59|437.01|432.76|3826676|436.3636|184.078
20130823|438.48|434.44|438.56|434.67|3826676|436.9643|185.5374
20130822|435.91|434.69|436.94|436.42|3826676|437.3466|186.6437
20130821|434.89|432.82|438.02|434.23|3826676|437.5011|187.28
20130820|433.74|431.34|435.62|432.28|3826676|438.0463|187.7692
20130819|428.43|428.3|435.56|432.39|3826676|439.0073|188.7896
20130816|430.21|427.84|430.79|428.03|3826676|440.1102|190.26
20130815|431.79|428.57|432.03|429.4|3826676|442.1235|191.4117
20130814|438.75|433.15|439.67|434.47|3826676|444.2441|192.0774
20130813|442.97|437.66|443.81|440.18|3826676|445.8731|192.9791
20130812|443.01|440.38|443.06|442.31|3826676|446.822|194.0051
20130809|444.83|444.56|447.31|444.76|3826676|447.574|194.3751
20130808|447.3|442.2|447.47|445.88|3826676|448.043|194.2684
20130807|447.07|444.1|448.78|444.88|3826676|448.4035|194.5104
20130806|451.89|447.42|454.4|447.84|3826676|448.9908|195.2643
20130805|452.24|449.15|452.31|452.05|3826676|449.1826|195.9545
20130802|451.27|449.96|453.05|452.83|3826676|448.7046|196.623
20130801|447.05|447.05|451.82|451.66|3826676|448.0171|197.1753
20130731|446.05|442.65|447.81|443.43|3826676|447.4099|197.7537
20130730|442.29|439.99|447.36|445.01|3826676|448.0733|198.6709
20130729|442.01|440.0|446.96|440.69|3826676|448.5838|199.5272
20130726|443.05|440.56|444.55|442.23|3826676|449.8994|200.0106
20130725|446.49|442.6|447.98|443.41|3826676|451.1777|200.4713
20130724|453.18|449.9|454.69|451.0|3826676|452.4723|200.776
20130723|454.89|449.34|456.04|451.45|3826676|452.7177|200.7337
20130722|450.55|448.05|455.88|454.89|3826676|452.9289|200.6219
20130719|442.86|437.37|451.02|447.85|3826676|452.6021|200.7444
20130718|459.04|451.14|459.54|454.88|3826676|453.3941|200.7548
20130717|460.04|457.69|462.97|458.82|3826676|453.1465|200.2782
20130716|463.1|456.49|463.52|459.34|3826676|452.2009|200.0522
20130715|461.69|457.72|463.54|461.88|3826676|451.011|200.5541
20130712|459.54|457.16|461.04|461.04|3826676|449.1995|201.6298
20130711|456.04|453.81|459.94|459.66|3826676|447.2261|202.8735
20130710|451.27|449.74|455.11|452.54|3826676|445.1538|203.9433
20130709|455.04|448.54|456.02|452.17|3826676|443.9228|204.814
20130708|449.16|448.09|452.68|452.09|3826676|442.5483|205.8096
20130705|444.56|443.23|447.26|446.3|3826676|440.958|207.0714
20130703|439.51|438.81|444.14|442.77|3826676|440.0676|208.6925
20130702|444.65|438.2|445.05|440.71|3826676|439.6172|210.2787
20130701|442.78|442.06|445.59|443.5|3826676|439.4351|211.6116
20130628|437.01|436.66|440.48|439.74|3826676|438.7576|212.9216
20130627|438.96|437.89|441.9|438.1|3826676|438.5939|213.9678
20130626|436.44|434.85|438.56|436.39|3826676|438.6762|214.5199
20130625|438.19|431.82|439.4|432.67|3826676|439.0572|214.6875
20130624|435.5|431.19|437.72|434.46|3826676|440.1218|214.674
20130621|443.73|436.1|444.5|440.02|3826676|441.0654|214.1734
20130620|446.55|441.21|450.05|441.93|3826676|441.2396|213.0556
20130619|450.23|448.3|454.96|449.89|3826676|441.1246|211.7988
20130618|443.88|443.73|450.05|449.86|3826676|439.6637|210.6987
20130617|439.18|438.7|444.27|442.68|3826676|437.9643|209.6728
20130614|439.61|436.63|441.91|437.08|3826676|437.1783|208.7498
20130613|434.06|432.32|439.39|438.06|3826676|437.1947|207.9943
20130612|442.29|434.39|442.56|435.55|3826676|437.0505|207.6152
20130611|441.54|439.32|443.06|439.47|3826676|437.3006|207.5524
20130610|440.61|439.6|445.05|444.66|3826676|436.939|207.5465
20130607|434.77|432.23|439.56|439.43|3826676|435.6522|207.6199
20130606|431.72|423.19|432.73|431.89|3826676|435.0225|207.5122
20130605|430.82|428.14|434.29|429.42|3826676|435.5446|207.6353
20130604|433.49|426.61|434.86|429.12|3826676|436.5654|208.3948
20130603|431.34|427.08|436.55|433.38|3826676|437.8063|209.2084
20130531|433.63|433.33|438.06|435.17|3826676|438.544|209.7426
20130530|434.53|432.77|439.01|434.94|3826676|439.1064|209.7042
20130529|437.42|431.71|438.56|433.72|3826676|439.8008|209.2945
20130528|441.31|439.76|445.62|440.19|3826676|440.8142|208.9701
20130524|437.19|435.07|438.97|436.22|3826676|440.9182|208.8054
20130523|438.06|436.56|444.54|440.95|3826676|441.7013|209.1447
20130522|450.83|443.0|454.2|444.27|3826676|441.8265|209.9493
20130521|453.56|448.36|455.37|453.03|3826676|441.4193|211.3579
20130520|452.05|452.05|459.84|453.81|3826676|439.4841|213.3271
20130517|454.56|449.81|456.29|454.14|3826676|437.0965|215.0556
20130516|459.04|450.55|459.53|451.48|3826676|434.2559|216.5705
20130515|447.3|446.56|457.73|457.49|3826676|431.3852|217.7687
20130514|438.31|438.13|443.9|443.11|3826676|427.0344|218.7234
20130513|439.01|436.25|440.79|438.33|3826676|424.3552|219.2814
20130510|437.22|435.64|439.83|439.67|3826676|422.026|219.173
20130509|434.98|433.68|439.39|435.3|3826676|419.0853|219.3493
20130508|428.07|426.03|436.5|436.38|3826676|416.3829|220.0912
20130507|431.07|424.91|431.5|428.19|3826676|413.0501|221.0504
20130506|423.71|423.71|430.49|430.34|3826676|410.5267|222.2757
20130503|418.06|417.58|422.98|422.44|3826676|407.2245|223.3287
20130502|409.64|409.12|416.86|414.39|3826676|404.6886|223.7654
20130501|411.22|407.77|411.95|409.8|3826676|403.0717|223.9462
20130430|409.09|408.43|413.41|411.87|3826676|401.9503|224.4377
20130429|401.22|401.1|410.94|409.12|3826676|400.2971|225.3692
20130426|403.4|397.89|403.47|400.31|3826676|398.8266|226.2361
20130425|407.72|403.41|407.83|404.15|3826676|398.5793|226.9451
20130424|403.65|403.6|408.59|406.32|3826676|397.6509|227.5181
20130423|400.1|399.78|407.34|403.55|3826676|396.206|227.7299
20130422|399.9|387.11|401.58|399.66|3826676|394.982|228.0152
20130419|384.2|382.75|401.32|399.54|3826676|394.2024|228.4916
20130418|392.28|380.25|392.51|382.57|3826676|393.3128|228.8113
20130417|392.98|388.66|395.03|390.89|3826676|395.1032|228.9122
20130416|392.9|391.57|397.6|396.29|3826676|395.8054|229.1579
20130415|392.58|388.12|398.1|390.57|3826676|395.7247|229.3746
20130412|395.6|391.07|395.66|394.63|3826676|396.5838|229.279
20130411|396.04|391.64|396.15|394.8|3826676|396.9094|229.0988
20130410|391.07|387.61|395.78|394.69|3826676|397.261|229.5911
20130409|387.36|386.17|391.48|388.44|3826676|397.6895|230.8017
20130408|388.99|383.82|389.39|387.04|3826676|399.231|232.2492
20130405|392.64|387.81|393.1|391.13|3826676|401.2629|233.3378
20130404|401.72|395.25|402.47|397.14|3826676|402.9517|233.7046
20130403|406.32|399.93|406.69|402.7|3826676|403.9203|233.7841
20130402|401.87|401.6|407.01|406.11|3826676|404.1237|233.621
20130401|397.11|396.23|400.72|400.19|3826676|403.7926|233.451
20130328|401.59|396.25|402.28|396.7|3826676|404.3931|233.4755
20130327|402.94|400.26|403.1|400.93|3826676|405.6753|233.6407
20130326|406.34|403.49|406.59|405.8|3826676|406.4661|234.0137
20130325|405.8|403.01|409.21|404.42|3826676|406.5772|234.8177
20130322|406.96|404.42|407.21|404.75|3826676|406.9367|236.12
20130321|405.24|404.52|408.05|405.22|3826676|407.3011|237.5774
20130320|408.01|405.31|408.35|406.95|3826676|407.648|238.9317
20130319|405.21|402.82|409.22|405.25|3826676|407.7643|240.4552
20130318|402.1|400.33|405.97|403.49|3826676|408.1834|242.1345
20130315|408.84|406.26|409.74|406.74|3826676|408.9656|243.584
20130314|413.08|408.29|413.08|410.36|3826676|409.3366|244.9261
20130313|413.54|410.74|414.93|412.24|3826676|409.166|246.3205
20130312|414.94|411.42|415.53|413.39|3826676|408.6537|247.7214
20130311|415.43|415.33|419.43|416.99|3826676|407.8643|248.8213
20130308|416.83|412.11|417.04|415.34|3826676|406.3433|249.5034
20130307|416.61|414.38|417.89|415.88|3826676|404.8439|250.1616
20130306|420.09|413.99|421.58|415.27|3826676|403.0045|250.7191
20130305|414.05|414.04|419.65|418.88|3826676|400.9603|251.0475
20130304|402.25|402.1|411.01|410.34|3826676|397.9736|251.3656
20130301|398.5|397.68|403.17|402.69|3826676|395.9126|251.8298
20130228|400.15|400.11|403.09|400.2|3826676|394.783|252.6158
20130227|397.0|395.16|401.97|399.49|3826676|393.8802|253.4759
20130226|397.1|391.81|397.58|394.67|3826676|392.9452|254.2173
20130225|400.75|394.85|403.8|394.99|3826676|392.6578|255.1894
20130222|399.23|396.5|400.22|399.46|3826676|392.269|256.7845
20130221|398.6|395.21|402.32|397.37|3826676|391.0705|259.1232
20130220|402.25|395.5|404.08|395.83|3826676|390.0206|261.8066
20130219|397.6|397.24|403.1|403.02|3826676|389.0524|264.3583
20130215|393.31|393.14|396.23|396.05|3826676|386.7245|266.1427
20130214|389.48|388.5|393.98|393.52|3826676|385.1702|267.5472
20130213|389.67|389.6|392.28|391.04|3826676|383.7786|269.2473
20130212|390.48|389.3|393.56|389.96|3826676|382.5684|270.8293
20130211|388.81|386.49|391.11|390.82|3826676|381.3364|272.256
20130208|389.67|389.39|392.94|392.29|3826676|379.7558|273.4632
20130207|384.47|382.37|389.02|386.59|3826676|377.6668|274.6898
20130206|379.16|378.87|386.09|384.7|3826676|376.1796|275.5569
20130205|380.18|379.35|385.17|382.49|3826676|374.7595|275.6183
20130204|383.46|378.76|384.85|379.13|3826676|373.4711|275.6082
20130201|378.7|378.7|387.9|387.4|3826676|372.528|275.6377
20130131|374.88|374.75|378.43|377.47|3826676|370.0493|275.5789
20130130|376.49|376.08|380.09|376.54|3826676|368.8125|275.3967
20130129|373.0|372.9|378.1|376.46|3826676|367.5246|275.1806
20130128|375.5|373.57|377.42|374.99|3826676|366.0354|275.143
20130125|375.01|374.75|378.86|376.46|3826676|364.543|275.674
20130124|370.25|369.88|378.04|376.54|3826676|362.5568|276.2085
20130123|367.63|367.53|374.13|370.38|3826676|360.2263|276.9648
20130122|351.98|347.41|352.32|351.08|3826676|358.534|278.5763
20130118|354.82|350.31|356.03|351.9|3826676|359.7763|280.4155
20130117|358.5|355.15|359.46|355.3|3826676|361.089|282.2975
20130116|360.84|356.48|361.81|357.24|3826676|362.0539|284.0293
20130115|359.31|355.69|367.13|362.1|3826676|362.8562|285.5922
20130114|368.13|360.81|370.73|361.26|3826676|362.9822|286.8538
20130111|370.63|367.78|370.84|369.62|3826676|363.2693|287.6625
20130110|371.04|366.38|372.13|370.37|3826676|362.2108|288.2705
20130109|365.77|363.94|368.81|368.69|3826676|360.8509|288.9244
20130108|367.4|361.85|367.78|366.28|3826676|359.5444|289.6357
20130107|367.36|364.92|369.32|367.01|3826676|358.4218|290.1151
20130104|364.31|363.48|370.36|368.62|3826676|356.9905|290.4432
20130103|362.1|360.0|365.6|361.47|3826676|355.0522|290.8068
20130102|359.35|357.92|363.14|361.26|3826676|353.9826|291.4136
20121231|349.65|347.65|354.93|353.34|3826676|352.7697|292.4003
20121228|350.49|349.65|353.1|349.65|3826676|352.6747|293.1873
20121227|353.22|348.96|354.07|352.79|3826676|353.1788|293.5416
20121226|353.68|350.85|356.08|354.08|3826676|353.2436|293.8165
20121224|356.9|353.38|357.23|354.4|3826676|353.1041|294.2615
20121221|356.63|354.9|359.05|357.46|3826676|352.8882|294.9092
20121220|361.27|358.13|361.96|360.82|3826676|352.1262|295.2503
20121219|359.99|357.98|361.14|359.69|3826676|350.6772|295.4463
20121218|357.94|357.17|364.19|360.17|3826676|349.1751|295.8472
20121217|352.4|351.66|368.77|360.03|3826676|347.3426|296.4205
20121214|349.24|348.87|353.56|350.63|3826676|345.2281|297.0715
20121213|357.6|349.42|357.88|351.0|3826676|344.3277|297.7453
20121212|349.27|346.39|351.4|348.43|3826676|343.2157|298.4175
20121211|344.66|343.52|350.61|348.09|3826676|342.3466|299.0175
20121210|342.35|341.55|345.48|342.37|3826676|341.3894|299.6504
20121207|347.15|340.87|348.09|341.76|3826676|341.226|300.222
20121206|343.45|341.91|347.46|345.22|3826676|341.137|300.7673
20121205|345.73|340.82|346.9|343.57|3826676|340.4565|301.3309
20121204|347.15|342.51|347.41|345.17|3826676|339.9376|301.9414
20121203|350.77|346.71|352.59|347.28|3826676|339.0655|302.7194
20121130|345.31|342.5|349.26|348.84|3826676|337.6964|303.4293
20121129|343.55|340.66|346.6|345.6|3826676|335.8391|304.0621
20121128|333.67|331.61|342.11|341.49|3826676|334.2123|304.2731
20121127|329.75|328.67|337.16|335.02|3826676|332.9994|303.792
20121126|332.89|329.18|333.17|330.24|3826676|332.6626|302.7618
20121123|334.65|332.72|334.66|333.65|3826676|333.0664|301.5094
20121121|334.16|329.87|334.57|332.6|3826676|332.9691|300.0653
20121120|334.42|331.95|338.66|334.65|3826676|333.0306|298.3471
20121119|327.52|327.44|334.13|333.77|3826676|332.7608|296.1909
20121116|322.67|317.68|326.18|323.27|3826676|332.5925|293.4942
20121115|324.68|321.63|329.67|323.31|3826676|334.1463|291.0961
20121114|330.0|324.92|330.76|325.95|3826676|335.9524|289.5436
20121113|331.17|328.79|333.47|329.2|3826676|337.6194|288.0277
20121112|331.54|330.1|334.57|332.62|3826676|339.0227|285.9541
20121109|327.0|324.82|333.84|331.18|3826676|340.0898|284.0001
20121108|334.76|325.29|335.41|325.82|3826676|341.5747|282.3149
20121107|337.16|332.91|338.78|333.23|3826676|344.2005|280.3849
20121106|342.4|338.44|342.91|340.52|3826676|346.0289|278.4081
20121105|341.91|337.44|343.09|341.14|3826676|346.9471|276.2227
20121102|347.05|343.34|347.43|343.62|3826676|347.9149|273.6332
20121101|339.41|339.02|345.1|343.45|3826676|348.6308|270.8216
20121031|339.59|337.16|340.16|339.81|3826676|349.4942|268.7482
20121026|337.91|335.26|341.17|337.24|3826676|351.1082|268.1528
20121025|339.66|336.42|340.66|338.54|3826676|353.4196|267.7936
20121024|343.06|337.3|343.16|338.31|3826676|355.8996|267.2828
20121023|335.67|335.66|343.32|339.83|3826676|358.8312|267.0129
20121022|340.16|334.52|341.97|339.0|3826676|361.998|267.2086
20121019|352.44|335.66|353.0|340.55|3826676|365.831|267.502
20121018|377.39|337.66|379.33|347.15|3826676|370.0445|267.788
20121017|371.6|369.76|377.79|377.37|3826676|373.8603|267.8156
20121016|369.69|367.86|373.12|371.98|3826676|373.2753|267.9897
20121015|370.6|364.98|371.54|370.12|3826676|373.4912|268.6183
20121012|375.55|371.68|377.06|372.0|3826676|374.0531|269.07
