DATE    ,OPEN  ,LOW   ,HI    
20101005,263.93,263.01,269.73
20101004,262.21,259.17,263.86
20101001,264.74,261.24,265.04
20100930,264.32,259.2,265.67
20100929,263.66,262.09,266.2
20100928,266.47,258.97,266.53
20100927,264.16,264.16,268.16
20100924,260.61,258.87,263.65
20100923,257.05,255.39,259.58
20100922,256.17,255.58,258.63
20100921,254.59,254.2,259.73
20100920,246,245.78,254.95
20100917,241.63,240.35,245.35
20100916,239.74,239.47,240.98
20100915,239.74,239.01,240.7
20100914,240.76,239.8,242.13
20100913,240.21,239.53,241.93
20100910,239.27,237.3,239.66
20100909,238.68,235.05,239.96
20100908,232.36,232.02,236.01
20100907,232.02,231.28,233.56
20100903,235.02,233.49,235.7
20100902,231.19,229.92,231.98
20100901,227.26,226.02,232.24
20100831,224.83,223.78,227.21
20100830,229.34,225.98,229.65
20100827,226.05,223.6,229.77
20100826,227.8,224.99,228.4
20100825,224.78,224.78,228.68
20100824,228.62,225.23,228.96
20100823,230.52,228.64,233.89
20100820,233.75,230.28,235.56
20100819,240.26,233.39,241.01
20100818,244.97,240.53,245.19
20100817,244.02,242.77,247.1
20100816,241.6,240.01,244.69
20100813,244.26,242.76,245.35
20100812,241.73,241.01,247.13
20100811,248.62,245.5,248.75
20100810,250.92,249.04,252.75
20100809,250.87,250.43,252.5
20100806,252.45,247.78,252.62
20100805,252.69,251.53,254.05
20100804,245.84,245.28,253.25
20100803,245,243.14,245.98
20100802,244.25,243.23,246.39
20100730,239.59,239.33,243.44
20100729,242.73,239.43,244.2
20100728,247.22,241.09,247.38
20100727,245.04,244.84,248.5
20100726,244.3,242.2,245.13
20100723,240.14,239.76,245.05
20100722,241.37,241,244.25
20100721,241.76,237.48,242.61
20100720,230.28,230.07,241.25
20100719,230.27,228.53,234.59
20100716,234.32,229.53,235.04
20100715,245.62,241.1,247.1
20100714,244.7,242.99,246.67
20100713,240.88,239.9,246.25
20100712,235.95,235.3,239.48
20100709,235.74,231.16,236.39
20100708,226.55,224.61,228.44
20100707,218.94,217.47,225.42
20100706,221.78,216.6,223.61
20100702,220.59,217.78,220.92
20100701,222.42,216.6,223.98
20100630,227.25,222.14,228.69
20100629,231.49,225.33,232.04
20100628,236.06,234.27,238.54
20100625,238.29,235.04,238.58
20100624,239.59,236.39,241.13
20100623,243.2,238.84,243.2
20100622,244.71,242.62,248.05
20100621,249.7,242.2,250.23
20100618,251,248.82,251.48
20100617,251.47,248.1,252.68
20100616,247.84,247.81,251.75
20100615,241.3,240.85,249.95
20100614,246.99,241.35,247
20100611,241.01,240.57,244.11
20100610,239.94,237.68,244.01
20100609,243.37,235.76,244.2
20100608,243.68,238.53,244.18
20100607,249.28,241.33,250.2
20100604,249.61,248.1,254.37
20100603,247.31,247.1,253.75
20100602,243.1,240.49,246.69
20100601,239.97,239.82,245.28
20100528,246.12,241.26,246.48
20100527,242.19,240.28,245.91
20100526,240.79,237.26,244.64
20100525,233.84,231.77,238.49
20100524,240.12,238.16,244.65
20100521,234.3,231.97,242.26
20100520,242.29,236.66,242.55
20100519,247.88,243.63,249.47
20100518,254.74,248.29,255.23
20100517,253.14,248.93,253.93
20100514,254.63,247.88,255.24
20100513,257.99,254.93,260.74
20100512,255.76,250.75,255.76
20100511,257.58,253.86,259.68
20100510,256.73,256.04,261.15
20100507,249.74,240.42,252.41
20100506,254.12,229.77,258.5
20100505,250.24,249.98,257.6
20100504,263,251.85,263.11
20100503,262.99,262.28,266.19
20100430,265.3,262.46,268.57
20100429,266.42,263.07,267.98
20100428,265.78,260.25,267.15
20100427,264.21,263.35,268.9
20100426,272.21,264.34,272.22
20100423,273.35,270.86,274.39
20100422,275.72,271.4,275.97
20100421,277.95,275.8,279.84
20100420,276.81,275.25,279.55
20100419,274.1,272.23,276.72
20100416,281.22,274.54,284.12
20100415,295.79,293.85,298.62
20100414,294.73,291.71,295.87
20100413,285.98,285.28,294.15
20100412,283.39,282.83,286.71
20100409,283.72,281.72,284.1
20100408,281.38,279.74,284.64
20100407,283.37,280.65,284.09
20100406,284.45,282.42,285.16
20100405,285.16,284.22,287.15
20100331,282.24,281.12,284.59
20100330,281.13,279.86,283.53
20100329,281.22,280,282.08
20100326,282.35,279.73,283.41
20100325,279.23,279.05,285.71
20100324,272.48,269.58,279.64
20100323,278.24,270.73,278.88
20100322,277.78,276.86,283.14
20100319,282.83,278.36,283.72
20100318,282.08,281.2,283.94
20100317,283.87,281.84,285.44
20100316,280.63,280.1,283.93
20100315,283.06,277.72,284.44
20100312,293.78,289.29,293.84
20100311,286.84,286.81,292.81
20100310,281.6,280.82,288.96
20100309,279.65,277.97,282.05
20100308,282.11,280.22,282.31
20100305,280.39,279.67,283.55
20100304,272.98,272.83,277.79
20100303,270.91,269.36,273.79
20100302,267.47,267.24,272.56
20100301,264.34,263.61,266.38
20100226,263.45,261.48,265.61
20100225,263.3,259.74,263.98
20100224,266.93,264.99,268.95
20100223,271.23,265.88,271.54
20100222,273.4,270.23,273.48
20100219,270.23,269.58,271.74
20100218,268.5,267.8,272.23
20100217,270.73,268.54,271.43
20100216,268.3,266.88,271.79
20100212,266.22,264.98,268.31
20100211,265.86,264.49,269.97
20100210,266.77,263.58,268.63
20100209,269.5,267.27,270.49
20100208,265.98,265.5,270.73
20100205,263.94,260.97,266.48
20100204,268.23,262.52,268.73
20100203,264.07,263.85,270.78
20100202,267.21,263.54,267.21
20100201,267.03,264.88,267.64
20100129,268.98,262.54,270.22
20100128,271.97,265.03,273.23
20100127,270.36,267.39,273.55
20100126,268.72,267.88,274.53
20100125,273.02,267.49,274.66
20100122,281.97,267.16,285.01
20100121,291.43,285.84,293.12
20100120,292.7,287.36,292.7
20100119,290.45,287.86,294.91
20100115,295.5,288.73,296.48
20100114,291.66,291.11,296.8
20100113,287.96,286.66,293.9
20100112,298.74,293.71,298.78
20100111,301.93,296.72,301.93
20100108,295.7,294.26,301.32
20100107,304.4,296.03,304.7
20100106,312.62,302.88,312.62
20100105,313.28,310.46,313.61
20100104,313.16,311.81,314.44
20091231,312.06,309.68,312.39
20091230,308.94,308.7,311.05
20091229,312.06,308.84,312.11
20091228,310.52,308.93,312.68
20091224,306.16,305.83,309.45
20091223,301.45,301.12,306.13
20091222,300.37,299.13,300.45
20091221,298.68,297.54,299.62
20091218,297.72,297.2,299.17
20091217,297.92,296.58,298.52
20091216,299.16,298.02,299.88
20091215,296.35,295.2,297.89
20091214,297.32,296.01,298.36
20091211,297.04,293.57,297.08
20091210,294.92,294.91,297.06
20091209,293.46,291.5,294.37
20091208,291.46,290.71,295.03
20091207,291.82,290.21,294.05
20091204,296.21,289.3,297.12
20091203,294.23,292.21,295.43
20091202,295.19,292.82,296.21
20091201,293.77,291.21,295.31
20091130,290.02,288.27,291.54
20091127,285.71,285.2,290.94
20091125,292.91,291.05,293.24
20091124,290.96,287.98,291.85
20091123,287.96,287.64,293.01
20091120,284.46,284.42,285.51
20091119,286.6,284.72,286.71
20091118,288.04,285.75,289.1
20091117,287.15,286.57,288.46
20091116,287.21,286.1,288.21
20091113,284.36,283.02,285.97
20091112,284.5,282.47,286.16
20091111,284.95,282.65,286.46
20091110,281.08,280.72,284.11
20091109,277.45,276.84,281.01
20091106,273.59,272.48,275.61
20091105,271.47,271.06,274.61
20091104,270.13,267.94,272.48
20091103,264.74,263.89,268.48
20091102,268.27,263.86,269.46
20091030,274.72,266.85,274.81
20091029,271.23,270.23,275.64
20091028,273.66,268.86,274.72
20091027,275.21,271.81,277
20091026,277.6,275.17,280.54
20091023,277.35,275.32,278.67
20091022,274.72,273.73,277.22
20091021,274.68,274.23,279.4
20091020,275.54,270.08,276.2
20091019,276.07,274.09,276.52
20091016,273.39,271.99,277.1
20091015,266.61,263.37,268.18
20091014,265.96,264.74,267.52
20091013,261.93,260.43,263.47
20091012,261.45,259.4,262.62
20091009,258.07,256.99,260.49
20091008,259.53,256.41,261.36
20091007,249.25,248.66,259.24
20091006,245.6,245.6,249.44
20091005,243.58,241.43,245.97
20091002,241.63,241.06,245.62
20091001,246.25,243.26,247.99
20090930,249.75,243.38,249.82
20090929,249.52,246.26,249.63
20090928,247.17,246.4,250.5
20090925,246.9,245.75,249.72
20090924,249.98,246.25,250.45
20090923,250.14,248.61,253.25
20090922,250.21,248.66,250.74
20090921,243.63,242.87,249.2
20090918,248.14,245.37,248.24
20090917,245.04,243.33,248.44
20090916,239.66,239,244.44
20090915,237.3,236.12,239.22
20090914,235.02,234.79,238.16
20090911,234.96,233.58,236.41
20090910,233.09,230.77,235.23
20090909,229.3,229.17,232.9
20090908,231.91,227.69,233.26
20090904,228.56,227.66,231.07
20090903,227.68,227.27,228.9
20090902,227.68,226.07,228.94
20090901,229.61,226.98,233.18
20090831,229.67,228.77,230.7
20090828,234.4,231.46,235.95
20090827,234.06,230.13,234.06
20090826,236.14,233.12,236.26
20090825,234.33,234.13,236.94
20090824,233.44,231.98,234.81
20090821,232.54,231.09,232.81
20090820,225.77,225.39,230.86
20090819,219.78,219.06,222.28
20090818,222.33,220.94,223.63
20090817,225.52,221.34,225.77
20090814,231.16,228.22,231.36
20090813,230.84,229.23,232.13
20090812,227.48,227.23,230.64
20090811,226.61,225.96,228.39
20090810,227.34,226.67,228.98
20090807,227.61,227.27,229.48
20090806,226.92,224.04,227.21
20090805,227.77,223.72,228.23
20090804,224.46,223.99,226.77
20090803,224.15,223.6,226.72
20090731,224.77,220.99,226.12
20090730,221.08,221.08,225.51
20090729,218.4,215.73,218.68
20090728,220.28,217.83,221.18
20090727,222.8,218.59,223.15
20090724,217.69,217.28,225.02
20090723,214.13,212.54,220.38
20090722,213.79,211.54,214.88
20090721,215.25,212.65,215.73
20090720,214.73,212.91,216.21
20090717,216.28,213.14,217.52
20090716,218.12,216.83,222.65
20090715,214.62,214.03,219.12
20090714,211.64,210.22,213.15
20090713,207.88,207.38,212.05
20090710,204.58,204.15,208.48
20090709,202.86,202.7,207.02
20090708,199.8,198.83,202.8
20090707,203.92,197.79,204.39
20090706,203.05,200.63,205.11
20090702,207.5,203.2,207.5
20090701,211.89,208.87,212.99
20090630,211.79,208.9,213.39
20090629,212.79,210.91,213.69
20090626,206.63,206.35,213.9
20090625,203.3,203.05,207.74
20090624,204.17,203.08,205.91
20090623,203.12,201.07,204.29
20090622,208.27,200.74,208.54
20090619,208.9,207.08,210.02
20090618,207.63,206.29,209.14
20090617,207.89,205.57,209.65
20090616,209.45,207.5,210.33
20090615,210.54,206.79,210.54
20090612,213.22,210.39,213.64
20090611,215.67,213.97,216.65
20090610,217.9,213.12,218.73
20090609,219.07,215.66,220.03
20090608,219.53,216.84,220.24
20090605,222.31,219.51,223.45
20090604,217.43,217.03,220.4
20090603,212.79,211.79,216.02
20090602,212.91,211.49,214.77
20090601,209.16,209.06,214.59
20090529,205.85,205.14,208.41
20090528,204.14,202.1,205.6
20090527,202.62,202.2,205.72
20090526,195.78,194.8,202.3
20090522,198.13,195.8,199.13
20090521,197.95,196.72,201.22
20090520,200.84,197.3,202.63
20090519,197.85,196.3,200.62
20090518,197.17,192.51,198.46
20090515,195.35,194.35,196.86
20090514,194.21,192.15,195.91
20090513,196.85,193.98,198
20090512,204.8,197.36,205.29
20090511,201.2,200.4,205.79
20090508,201.22,197.3,204.86
20090507,201.85,196.05,202.29
20090506,203.19,200.3,203.94
20090505,199.79,198.43,202.3
20090504,198.89,197.2,201
20090501,197.32,195.58,198.6
20090430,197.68,197.2,201.67
20090429,192.79,192.72,197.29
20090428,191.68,190.58,194.33
20090427,191.98,191.18,194.55
20090424,192.83,190.06,196.39
20090423,193.56,190.36,194.68
20090422,190.68,189.32,194.8
20090421,187.9,187.86,191.96
20090420,192.88,187.76,195.13
20090417,192.82,192.21,199.71
20090416,190.56,190.32,196.25
20090415,183.37,181.9,190.34
20090414,188.28,182.62,188.31
20090413,185.48,184.96,189.36
20090409,184.57,182.94,186.99
20090408,181.57,177.93,182.32
20090407,181.12,177.48,181.69
20090406,183.32,180.52,184.73
20090403,182.07,178.82,185.67
20090402,181.47,179.98,184.7
20090401,171.72,170.13,177.44
20090331,174.29,172.92,176.58
20090330,171.1,167.86,171.73
20090327,174.82,172.56,175.82
20090326,176.39,174.08,179.4
20090325,175.02,167.96,175.49
20090324,173.08,171.83,176.74
20090323,166.61,166.35,174.55
20090320,164.98,163.01,166.33
20090319,165.67,163.53,167.83
20090318,167.24,163.86,169.83
20090317,159.93,159.39,167.5
20090316,162.83,159.14,164.7
20090313,162.89,159.36,163.57
20090312,158.61,156.67,162.34
20090311,154.89,152.7,159.84
20090310,148.98,146.98,155.09
20090309,149.84,144.58,153.13
20090306,153.46,146.98,154.94
20090305,158.08,151.17,159.38
20090304,161.42,157.53,164.34
20090303,164.87,161.01,166.68
20090302,166.5,162.84,170.18
20090227,166.31,165.39,171.74
20090226,172.81,168.41,176.07
20090225,170.9,169.29,175.97
20090224,165.34,165.28,174.64
20090223,173.33,164.61,174.73
20090220,168.86,167.33,174.29
20090219,178.56,170.53,179.72
20090218,173.45,170.09,176.51
20090217,173.08,169.68,173.37
20090213,180.91,177.44,181.31
20090212,176.4,175.56,181.63
20090211,179.3,176.32,182.32
20090210,187.8,178.77,188.56
20090209,185.45,183.47,190.31
20090206,178.05,177.54,186.72
20090205,170.28,168.33,177.51
20090204,169.86,169.42,177.04
20090203,171.11,166.75,171.33
20090202,166.98,165.83,172.33
20090130,172.17,167.83,174.23
20090129,172.1,169.88,172.35
20090128,168.82,167.99,175.99
20090127,163.06,161.97,166.77
20090126,162.26,160.12,163.84
20090123,154.48,151.96,165.81
20090122,148.87,147.43,154.52
20090121,144.03,144.03,151.6
20090120,149.42,141.23,149.6
20090116,152.36,147.7,153.97
20090115,148.64,143.25,151.64
20090114,154.84,148.73,156.74
20090113,155.73,155.04,160.14
20090112,158,154.96,159.32
20090109,163.59,156.54,163.59
20090108,158.98,158.51,162.43
20090107,164,159.22,165.29
20090106,166.32,163.03,170.23
20090105,160.34,157.34,165.45
20090102,154.15,152.6,160.75
20081231,151.95,151.15,155.34
20081230,150.25,149.21,153.25
20081229,149.96,145.64,150.54
20081226,151.88,149.01,152.48
20081224,150.59,149.04,153.02
20081223,150.06,148.19,151.5
20081222,154.13,145.17,154.6
20081219,155.34,154.35,158.74
20081218,158.19,154.4,160.01
20081217,159.16,156.05,160.9
20081216,157.1,155.48,164.59
20081215,156.85,152.4,159.09
20081212,147.71,146.85,158.08
20081211,151.93,148.75,156.28
20081210,154.47,152.1,157.29
20081209,148.7,148.36,158.84
20081208,144.85,140.86,154.57
20081205,135.37,131.88,141.98
20081204,138.13,134.25,141.6
20081203,134.79,132.54,140.54
20081202,134.73,131.16,138.75
20081201,143.2,132.86,143.55
20081128,145.14,144,148.08
20081126,140,137.96,147.58
20081125,134.21,133.53,143.19
20081124,134.5,124.38,134.84
20081121,131.12,123.53,134.55
20081120,137.31,129.39,141.33
20081119,147.55,139.15,149.94
20081118,150.63,142.53,151.71
20081117,151.35,148.83,154.92
20081114,151.47,151.13,162.33
20081113,145.74,139.86,156.34
20081112,150.87,143.74,156.09
20081111,154.19,150.11,157.99
20081110,163.84,154.58,164.56
20081107,166.39,162.5,170.4
20081106,169.82,162.74,172.04
20081105,180.89,170.48,184.26
20081104,176.54,172.58,185.99
20081103,178.61,170.54,181.31
20081031,177.9,176.96,185.79
20081030,184.05,179.01,185.81
20081029,182.71,176.01,185.31
20081028,169.36,164.09,184.47
20081027,167.24,162.64,171.33
20081024,163.07,162.21,175.06
20081023,176.65,168.83,178.82
20081022,178.32,171.83,184.66
20081021,186.01,180.82,191.7
20081020,189.69,179.62,190.3
20081017,189.29,181.59,192.81
20081016,166.21,154.57,178.07
20081015,177.15,169.25,179.32
20081014,196.57,178.32,197.05
20081013,177.72,172.7,190.78
20081010,156.42,154.99,170.77
20081009,172.09,160.67,174.11
20081008,164.91,162.89,179.32
20081007,186.48,172.51,187.3
20081006,186.8,178.4,187.81
20081003,198.48,191.34,206.04
20081002,204.69,192.81,204.79
20081001,205.86,201.35,208.28
20080930,197.8,195.96,212.34
20080929,209.55,190.16,211.54
20080926,213.79,210.3,218.36
20080925,219.2,217.77,224.78
20080924,214.95,214.84,222.28
20080923,216.41,212.65,220.17
20080922,226.84,214.29,226.84
20080919,230.27,221.42,230.8
20080918,211.11,205.04,219.37
20080917,219.02,206.51,219.35
20080916,212.77,212.53,224.42
20080915,211.79,211.64,220.76
20080912,214.89,214.29,220.77
20080911,203.97,202.99,217.33
20080910,212.02,204.64,212.03
20080909,211.37,207.29,215.97
20080908,225.78,208.57,226.24
20080905,222.52,219.82,226
20080904,229.77,224.48,231.39
20080903,234.13,229.56,236.91
20080902,238.15,230.48,240.85
20080829,234.64,230.93,235.27
20080828,236.01,234.93,237.99
20080827,236.63,232.19,237.18
20080826,241.49,235.06,241.49
20080825,242.81,240.51,248.25
20080822,245.5,244.5,247.19
20080821,241.22,239.4,244.7
20080820,247.11,241.04,248.1
20080819,244.97,243.07,248.89
20080818,254.67,247.51,254.74
20080815,253.24,252.5,255.07
20080814,248.6,247.9,253.55
20080813,250.55,246.69,251.52
20080812,250.75,248.75,252.81
20080811,245.99,245.64,254.19
20080808,239.83,237.61,247.63
20080807,240.76,237.97,241.76
20080806,238.95,236.02,244.64
20080805,233.56,232.93,239.8
20080804,233.83,230.72,236.27
20080801,236.02,231.02,236.37
20080731,237.04,235.48,240.2
20080730,242.51,236.17,242.77
20080729,239.41,238.76,243.39
20080728,245.8,237.33,245.8
20080725,243,240.51,246.32
20080724,248.1,237.57,248.19
20080723,240.56,238.81,248.37
20080722,233.13,232.57,239.88
20080721,240.2,232.62,241.8
20080718,248.93,238.86,249.24
20080717,266.81,261.99,268.26
20080716,256.76,255.04,267.98
20080715,257.88,250.3,263.49
20080714,269.23,257.47,269.76
20080711,267.98,259.46,269.48
20080710,272.23,265.1,274.48
20080709,275.1,270.09,277.56
20080708,272.72,269.73,277.32
20080707,270.88,267.53,274.23
20080703,265.17,263.49,269.35
20080702,267.99,262.77,269.92
20080701,259.53,258.24,268.09
20080630,265.98,261.27,268.73
20080627,263.58,257.29,264.74
20080626,271.78,263.87,272.19
20080625,272.21,271.56,278.62
20080624,272.3,267.28,275.32
20080623,272.41,270.74,276.3
20080620,278.21,271.98,278.21
20080619,277.4,275.13,281.61
20080618,281.97,279.3,284.21
20080617,287.89,283.91,288.75
20080616,282.97,282.97,289.26
20080613,280.46,280.39,287.56
20080612,274.11,273.17,278.72
20080611,277.84,271.96,278.39
20080610,274.51,273.12,279.13
20080609,283.75,272.43,284.72
20080606,289.59,283.22,290.07
20080605,288.25,287.82,293.73
20080604,282.38,281.99,288.71
20080603,287.96,280.02,289.96
20080602,290.96,285.35,291.65
20080530,291.44,290.36,294.67
20080529,287.11,286.31,292.65
20080528,283.69,280.27,285.46
20080527,272.21,271.65,281.02
20080523,273.21,268.64,276.22
20080522,275.7,269.85,276.83
20080521,288.97,273.67,290.41
20080520,287.03,286.17,290.95
20080519,288.99,286.47,294.15
20080516,290.42,288.87,292.05
20080515,289.21,287.52,291.18
20080514,292.95,287.34,295.3
20080513,292.82,288.99,293.68
20080512,287.09,284.17,293.08
20080509,289.2,285.4,292.2
20080508,292.81,289.17,294.36
20080507,294.84,287.93,299.45
20080506,295.2,291.21,295.7
20080505,299.13,293.27,299.2
20080502,298.95,289.36,300.92
20080501,288.87,288.2,297.17
20080430,280.82,278.96,292.14
20080429,275.14,274.73,281.42
20080428,272.67,269.23,278.13
20080425,274.24,271.09,276.22
20080424,275.37,269.74,276.97
20080423,278.69,270.2,279.38
20080422,268.52,268.51,280.13
20080421,269.43,264.88,271.02
20080418,267.34,262.12,273.58
20080417,227.59,223.04,229.46
20080416,221.98,220.28,228.91
20080415,228.84,221.64,229.63
20080414,228.35,224.85,228.5
20080411,231.8,227.28,233.4
20080410,232.25,230.69,236.7
20080409,234.33,228.54,235.76
20080408,236.28,230.77,236.83
20080407,238.28,236.53,242.48
20080404,228.28,227.87,238.68
20080403,230.63,223.84,231.41
20080402,234.72,229.96,237.63
20080401,223.65,223.21,233.02
20080331,217.6,215.79,221.12
20080328,223.51,216.94,226.56
20080327,222.78,220.02,224.08
20080326,226.07,224.42,231.2
20080325,228.5,222.78,228.51
20080324,219,218.64,232.66
20080320,213.45,208.54,217.63
20080319,220.33,215.62,223.53
20080318,214.28,212.55,220.2
20080317,213.78,205.85,216.64
20080314,221.27,215.09,224.45
20080313,216.12,214.18,223.27
20080312,219.78,218.82,223.72
20080311,212.42,212.11,219.85
20080310,214.2,206.31,215.28
20080307,214.23,212.91,219.78
20080306,223.62,215.37,226.42
20080305,222.4,221.78,226.86
20080304,225.25,217.67,226.45
20080303,235.52,224.83,236.12
20080229,235.7,232.09,239.63
20080228,235.01,233.45,239.31
20080227,229.83,229.59,237.51
20080226,230.37,223.2,233
20080225,252.72,242.63,253
20080222,250.78,248.53,254.25
20080221,256.17,249.5,256.35
20080220,251.5,249.16,255.25
20080219,267.2,253,267.26
20080215,263.89,261.9,266.06
20080214,268.91,265.23,270.25
20080213,260.99,259.09,267.23
20080212,261.43,256.26,265.03
20080211,260,256.44,261.59
20080208,254.45,254.1,258.61
20080207,248.18,247.13,256.84
20080206,255.31,248.72,255.33
20080205,244.47,244.02,254.25
20080204,254.28,246.03,256.13
20080201,264.07,254.74,268.07
20080131,269.24,266.88,286.21
20080130,274.32,271.48,279.93
20080129,279.95,270.06,280.38
20080128,285.2,274.03,285.83
20080125,295.61,282.81,297.2
20080124,279.12,276.79,289.56
20080123,280.07,259.24,283.72
20080122,280.73,280.32,298.45
20080118,303.88,298.93,304.69
20080117,310.07,298.71,312.56
20080116,314.17,300.66,319.68
20080115,322.78,317.37,324.2
20080114,325.24,322.3,328.37
20080111,321.03,314.74,324.41
20080110,322.18,319.73,328.27
20080109,314.7,310.94,326.34
20080108,326.17,315.18,329.65
20080107,326.64,318.36,330.81
20080104,339.51,327.17,340.14
20080103,342.29,337.92,343.08
20080102,346.09,338.53,348.34
20071231,348.94,344.94,350.89
20071228,352.11,347.92,353.62
20071227,353.18,350.02,357.64
20071226,349.15,348.76,356.25
20071224,347.15,346.18,350.01
20071221,348.59,346.27,349.28
20071220,342.57,339.96,345.15
20071219,336.77,334.17,339.41
20071218,336.74,325.92,338.02
20071217,343.66,331.5,347.36
20071214,343.41,343.29,349.5
20071213,347.81,340.26,348.46
20071212,356.64,343.91,356.8
20071211,359.61,349.04,360.14
20071210,357.64,356.64,362.04
20071207,357.14,354.89,358.64
20071206,348.55,348.16,357.92
20071205,346.02,343.41,349.12
20071204,338.82,338.22,345.65
20071203,345.16,340.23,347.15
20071130,355.14,340.71,355.17
20071129,345.03,343.54,351.04
20071128,340.71,335.73,346.8
20071127,337.06,324.8,337.88
20071126,339.8,332.2,346.4
20071123,334.66,333.72,338.8
20071121,321.56,320.72,334.65
20071120,317.92,316.12,329.22
20071119,314.48,308.94,318.07
20071116,316.65,307.7,317.43
20071115,318.97,311.69,323.43
20071114,336.3,317.82,337.41
20071113,322.17,315.72,330.13
20071112,328.54,312.79,334.63
20071109,337.55,330.27,340.6
20071108,366.93,338.25,367.08
20071107,370.19,361.21,373.25
20071106,368.41,362.14,370.52
20071105,353.14,352.68,364.75
20071102,354.9,348.32,356.43
20071101,351.04,350.54,356.5
20071031,349.99,347.67,353.15
20071030,338.42,338.42,349.61
20071029,338.55,335.71,339.66
20071026,336.68,333.7,337.93
20071025,339,331.44,339.15
20071024,336.02,329.45,338.4
20071023,330.29,329.67,338.46
20071022,319.02,317.82,327.17
20071019,326.95,321.29,328.92
20071018,317.39,313.94,320.36
20071017,314.91,310.48,316.68
20071016,308.94,305.69,312.65
20071015,318.92,307.47,319.61
20071012,311.68,308.81,318.88
20071011,316.5,304.2,320.38
20071010,310.37,308.09,312.53
20071009,307.25,303.89,311.58
20071008,297.2,296.68,304.82
20071005,293.26,293.21,297.7
20071004,292.25,288.24,292.25
20071003,292.83,289.89,294.2
20071002,291.4,289.71,298.11
20071001,284.7,284.52,291.88
20070928,283.22,281.78,284.49
20070927,285.58,282.61,285.58
20070926,284.91,281.62,285.61
20070925,281.72,281.15,284.5
20070924,280.22,279.72,285.44
20070921,277.89,276.14,280.11
20070920,273.23,272.74,278.12
20070919,269.37,269.16,274.45
20070918,263,261.87,268.36
20070917,263,261.77,264.38
20070914,261.34,260.85,264.87
20070913,261.77,261.35,263.34
20070912,260,259.24,263.73
20070911,258.24,257.61,260.56
20070910,260.38,255.18,260.77
20070907,258.67,258.14,260.36
20070906,264.42,258.86,264.65
20070905,261.44,260.86,264.48
20070904,257.25,257.05,263.74
20070831,256.29,255.48,257.99
20070830,255.92,255.03,257.44
20070829,253.67,253.36,256.39
20070828,255.51,252.64,257.23
20070827,256.96,255.44,258.47
20070824,256.05,254,257.52
20070823,257.74,253.25,257.81
20070822,254.73,254.37,257.87
20070821,249.22,248.64,253.83
20070820,250.98,247.75,251.03
20070817,248.47,245.58,250.25
20070816,245.76,239.99,247.97
20070815,254.25,248.11,255.59
20070814,257.6,253.75,258.44
20070813,259.51,256.26,259.62
20070810,254.83,252.56,259.1
20070809,260.14,257.06,263.15
20070808,259.41,258.29,262.63
20070807,254.62,254.27,259.68
20070806,251.25,251,254.82
20070803,254.77,251.25,256.34
20070802,256.6,254.25,257.24
20070801,254.99,253.82,258
20070731,259.85,254.74,259.96
20070730,256.2,254.99,259.41
20070727,254.01,252.5,258.05
20070726,254.12,249.19,256.04
20070725,258.23,252.53,258.25
20070724,254.4,253.3,259.09
20070723,259.25,255.82,259.74
20070720,255.69,254.5,261.33
20070719,276.45,270.85,276.48
20070718,276.67,271.63,276.97
20070717,277.24,275.91,278.59
20070716,274.87,274.38,279.01
20070713,273.68,273.35,276.06
20070712,272.66,269.84,273.39
20070711,271.53,269.73,272.98
20070710,271.62,270.55,273.23
20070709,271.23,269.86,274.1
20070706,270.35,269.1,271.66
20070705,267.51,265.81,271.93
20070703,265.26,263.49,266.93
20070702,262.48,261.84,265.66
20070629,262.75,259.47,263.44
20070628,262.18,261.64,264.49
20070627,262.24,259.52,263.73
20070626,266.1,262.86,266.33
20070625,264.23,261.43,267.23
20070622,257.95,257.79,262.23
20070621,255.23,252.89,257.39
20070620,258.22,254.28,259.12
20070619,256.75,255.51,258.37
20070618,252.84,251.87,257.74
20070615,253.84,250.36,254.25
20070614,252.44,250.6,252.69
20070613,253.29,249.1,254.02
20070612,254.1,251.33,255.58
20070611,256.75,254.74,258.87
20070608,257.84,254.48,259.56
20070607,259.62,256,262.99
20070606,258.12,257.37,260.13
20070605,254.62,253.05,259.24
20070604,248.71,248.55,255
20070601,250.25,248.72,252.26
20070531,250.03,248.28,254.14
20070530,242.01,241.26,249.17
20070529,242.26,241.76,245.65
20070525,239.61,238.4,242.23
20070524,237.34,235.51,239.36
20070523,240.17,236.64,241.46
20070522,236.26,236.26,239.27
20070521,234.53,233.13,239.36
20070518,235.78,234.64,236.11
20070517,235.99,235.17,237.37
20070516,230.77,229.28,236.33
20070515,230.75,228.48,231.04
20070514,232.51,229.77,233.52
20070511,230.68,230.27,233.27
20070510,233.29,230.28,234.51
20070509,232.84,231.71,235.63
20070508,232.83,232.13,233.85
20070507,235.83,233,236.17
20070504,234.82,232.71,237.18
20070503,232.88,232.41,236.8
20070502,234.09,232.63,235.3
20070501,235.86,231.85,236.17
20070430,239.34,235.45,240.43
20070427,239.79,238.93,240.96
20070426,238.81,238.32,241.98
20070425,239.76,237.82,240.44
20070424,239.07,237.54,239.75
20070423,239.81,238.89,242.26
20070420,245.01,240.77,246
20070419,237.01,234.56,240.73
20070418,235.39,234.53,239.71
20070417,236.66,235.56,237.96
20070416,233.99,233.84,238.26
20070413,233.99,231.45,234.15
